time,c,m,value
2.337229,0.500000,1.300000,0.098123
2.370618,0.500000,1.300000,0.097812
2.404007,0.500000,1.300000,0.097486
2.437396,0.500000,1.300000,0.097145
2.470785,0.500000,1.300000,0.096789
2.504174,0.500000,1.300000,0.096419
2.537563,0.500000,1.300000,0.096035
2.570952,0.500000,1.300000,0.095639
2.604341,0.500000,1.300000,0.095231
2.637730,0.500000,1.300000,0.094812
2.671119,0.500000,1.300000,0.094381
2.704508,0.500000,1.300000,0.093940
2.737896,0.500000,1.300000,0.093489
2.771285,0.500000,1.300000,0.093028
2.804674,0.500000,1.300000,0.092559
2.838063,0.500000,1.300000,0.092081
2.871452,0.500000,1.300000,0.091595
2.904841,0.500000,1.300000,0.091102
2.938230,0.500000,1.300000,0.090601
2.971619,0.500000,1.300000,0.090094
3.005008,0.500000,1.300000,0.089580
3.038397,0.500000,1.300000,0.089061
3.071786,0.500000,1.300000,0.088536
3.105175,0.500000,1.300000,0.088005
3.138564,0.500000,1.300000,0.087470
3.171953,0.500000,1.300000,0.086930
3.205342,0.500000,1.300000,0.086386
3.238731,0.500000,1.300000,0.085838
3.272120,0.500000,1.300000,0.085286
3.305509,0.500000,1.300000,0.084731
3.338898,0.500000,1.300000,0.084173
3.372287,0.500000,1.300000,0.083612
3.405676,0.500000,1.300000,0.083049
3.439065,0.500000,1.300000,0.082483
3.472454,0.500000,1.300000,0.081916
3.505843,0.500000,1.300000,0.081347
3.539232,0.500000,1.300000,0.080776
3.572621,0.500000,1.300000,0.080204
3.606010,0.500000,1.300000,0.079630
3.639399,0.500000,1.300000,0.079056
3.672788,0.500000,1.300000,0.078481
3.706177,0.500000,1.300000,0.077906
3.739566,0.500000,1.300000,0.077330
3.772955,0.500000,1.300000,0.076754
3.806344,0.500000,1.300000,0.076178
3.839733,0.500000,1.300000,0.075603
3.873122,0.500000,1.300000,0.075027
3.906511,0.500000,1.300000,0.074452
3.939900,0.500000,1.300000,0.073878
3.973289,0.500000,1.300000,0.073304
4.006678,0.500000,1.300000,0.072732
4.040067,0.500000,1.300000,0.072160
4.073456,0.500000,1.300000,0.071589
4.106845,0.500000,1.300000,0.071020
4.140234,0.500000,1.300000,0.070452
4.173623,0.500000,1.300000,0.069886
4.207012,0.500000,1.300000,0.069321
4.240401,0.500000,1.300000,0.068758
4.273790,0.500000,1.300000,0.068197
4.307179,0.500000,1.300000,0.067637
4.340568,0.500000,1.300000,0.067080
4.373957,0.500000,1.300000,0.066524
4.407346,0.500000,1.300000,0.065971
4.440735,0.500000,1.300000,0.065420
4.474124,0.500000,1.300000,0.064871
4.507513,0.500000,1.300000,0.064324
4.540902,0.500000,1.300000,0.063780
4.574290,0.500000,1.300000,0.063238
4.607679,0.500000,1.300000,0.062699
4.641068,0.500000,1.300000,0.062163
4.674457,0.500000,1.300000,0.061629
4.707846,0.500000,1.300000,0.061098
4.741235,0.500000,1.300000,0.060569
4.774624,0.500000,1.300000,0.060044
4.808013,0.500000,1.300000,0.059521
4.841402,0.500000,1.300000,0.059001
4.874791,0.500000,1.300000,0.058484
4.908180,0.500000,1.300000,0.057970
4.941569,0.500000,1.300000,0.057459
4.974958,0.500000,1.300000,0.056951
5.008347,0.500000,1.300000,0.056446
5.041736,0.500000,1.300000,0.055944
5.075125,0.500000,1.300000,0.055445
5.108514,0.500000,1.300000,0.054949
5.141903,0.500000,1.300000,0.054456
5.175292,0.500000,1.300000,0.053967
5.208681,0.500000,1.300000,0.053481
5.242070,0.500000,1.300000,0.052998
5.275459,0.500000,1.300000,0.052518
5.308848,0.500000,1.300000,0.052041
5.342237,0.500000,1.300000,0.051568
5.375626,0.500000,1.300000,0.051098
5.409015,0.500000,1.300000,0.050631
5.442404,0.500000,1.300000,0.050167
5.475793,0.500000,1.300000,0.049707
5.509182,0.500000,1.300000,0.049250
5.542571,0.500000,1.300000,0.048797
5.575960,0.500000,1.300000,0.048346
5.609349,0.500000,1.300000,0.047899
5.642738,0.500000,1.300000,0.047455
5.676127,0.500000,1.300000,0.047015
5.709516,0.500000,1.300000,0.046578
5.742905,0.500000,1.300000,0.046144
5.776294,0.500000,1.300000,0.045713
5.809683,0.500000,1.300000,0.045286
5.843072,0.500000,1.300000,0.044862
5.876461,0.500000,1.300000,0.044441
5.909850,0.500000,1.300000,0.044024
5.943239,0.500000,1.300000,0.043610
5.976628,0.500000,1.300000,0.043199
6.010017,0.500000,1.300000,0.042792
6.043406,0.500000,1.300000,0.042387
6.076795,0.500000,1.300000,0.041986
6.110184,0.500000,1.300000,0.041588
6.143573,0.500000,1.300000,0.041194
6.176962,0.500000,1.300000,0.040802
6.210351,0.500000,1.300000,0.040414
6.243740,0.500000,1.300000,0.040029
6.277129,0.500000,1.300000,0.039648
6.310518,0.500000,1.300000,0.039269
6.343907,0.500000,1.300000,0.038894
6.377295,0.500000,1.300000,0.038521
6.410684,0.500000,1.300000,0.038152
6.444073,0.500000,1.300000,0.037786
6.477462,0.500000,1.300000,0.037423
6.510851,0.500000,1.300000,0.037064
6.544240,0.500000,1.300000,0.036707
6.577629,0.500000,1.300000,0.036353
6.611018,0.500000,1.300000,0.036003
6.644407,0.500000,1.300000,0.035655
6.677796,0.500000,1.300000,0.035310
6.711185,0.500000,1.300000,0.034969
6.744574,0.500000,1.300000,0.034630
6.777963,0.500000,1.300000,0.034295
6.811352,0.500000,1.300000,0.033962
6.844741,0.500000,1.300000,0.033632
6.878130,0.500000,1.300000,0.033305
6.911519,0.500000,1.300000,0.032982
6.944908,0.500000,1.300000,0.032661
6.978297,0.500000,1.300000,0.032342
7.011686,0.500000,1.300000,0.032027
7.045075,0.500000,1.300000,0.031715
7.078464,0.500000,1.300000,0.031405
7.111853,0.500000,1.300000,0.031098
7.145242,0.500000,1.300000,0.030794
7.178631,0.500000,1.300000,0.030492
7.212020,0.500000,1.300000,0.030194
7.245409,0.500000,1.300000,0.029898
7.278798,0.500000,1.300000,0.029605
7.312187,0.500000,1.300000,0.029314
7.345576,0.500000,1.300000,0.029026
7.378965,0.500000,1.300000,0.028741
7.412354,0.500000,1.300000,0.028458
7.445743,0.500000,1.300000,0.028178
7.479132,0.500000,1.300000,0.027901
7.512521,0.500000,1.300000,0.027626
7.545910,0.500000,1.300000,0.027354
7.579299,0.500000,1.300000,0.027084
7.612688,0.500000,1.300000,0.026817
7.646077,0.500000,1.300000,0.026552
7.679466,0.500000,1.300000,0.026290
7.712855,0.500000,1.300000,0.026030
7.746244,0.500000,1.300000,0.025772
7.779633,0.500000,1.300000,0.025517
7.813022,0.500000,1.300000,0.025265
7.846411,0.500000,1.300000,0.025014
7.879800,0.500000,1.300000,0.024766
7.913189,0.500000,1.300000,0.024521
7.946578,0.500000,1.300000,0.024278
7.979967,0.500000,1.300000,0.024037
8.013356,0.500000,1.300000,0.023798
8.046745,0.500000,1.300000,0.023562
8.080134,0.500000,1.300000,0.023327
8.113523,0.500000,1.300000,0.023096
8.146912,0.500000,1.300000,0.022866
8.180301,0.500000,1.300000,0.022638
8.213689,0.500000,1.300000,0.022413
8.247078,0.500000,1.300000,0.022190
8.280467,0.500000,1.300000,0.021969
8.313856,0.500000,1.300000,0.021750
8.347245,0.500000,1.300000,0.021533
8.380634,0.500000,1.300000,0.021318
8.414023,0.500000,1.300000,0.021106
8.447412,0.500000,1.300000,0.020895
8.480801,0.500000,1.300000,0.020686
8.514190,0.500000,1.300000,0.020480
8.547579,0.500000,1.300000,0.020275
8.580968,0.500000,1.300000,0.020072
8.614357,0.500000,1.300000,0.019872
8.647746,0.500000,1.300000,0.019673
8.681135,0.500000,1.300000,0.019476
8.714524,0.500000,1.300000,0.019281
8.747913,0.500000,1.300000,0.019088
8.781302,0.500000,1.300000,0.018897
8.814691,0.500000,1.300000,0.018708
8.848080,0.500000,1.300000,0.018521
8.881469,0.500000,1.300000,0.018335
8.914858,0.500000,1.300000,0.018151
8.948247,0.500000,1.300000,0.017969
8.981636,0.500000,1.300000,0.017789
9.015025,0.500000,1.300000,0.017611
9.048414,0.500000,1.300000,0.017434
9.081803,0.500000,1.300000,0.017259
9.115192,0.500000,1.300000,0.017086
9.148581,0.500000,1.300000,0.016914
9.181970,0.500000,1.300000,0.016744
9.215359,0.500000,1.300000,0.016576
9.248748,0.500000,1.300000,0.016409
9.282137,0.500000,1.300000,0.016244
9.315526,0.500000,1.300000,0.016081
9.348915,0.500000,1.300000,0.015919
9.382304,0.500000,1.300000,0.015759
9.415693,0.500000,1.300000,0.015601
9.449082,0.500000,1.300000,0.015444
9.482471,0.500000,1.300000,0.015288
9.515860,0.500000,1.300000,0.015134
9.549249,0.500000,1.300000,0.014982
9.582638,0.500000,1.300000,0.014831
9.616027,0.500000,1.300000,0.014682
9.649416,0.500000,1.300000,0.014534
9.682805,0.500000,1.300000,0.014388
9.716194,0.500000,1.300000,0.014243
9.749583,0.500000,1.300000,0.014099
9.782972,0.500000,1.300000,0.013957
9.816361,0.500000,1.300000,0.013816
9.849750,0.500000,1.300000,0.013677
9.883139,0.500000,1.300000,0.013539
9.916528,0.500000,1.300000,0.013402
9.949917,0.500000,1.300000,0.013267
9.983306,0.500000,1.300000,0.013133
10.016694,0.500000,1.300000,0.013001
10.050083,0.500000,1.300000,0.012870
10.083472,0.500000,1.300000,0.012740
10.116861,0.500000,1.300000,0.012611
10.150250,0.500000,1.300000,0.012484
10.183639,0.500000,1.300000,0.012358
10.217028,0.500000,1.300000,0.012233
10.250417,0.500000,1.300000,0.012109
10.283806,0.500000,1.300000,0.011987
10.317195,0.500000,1.300000,0.011866
10.350584,0.500000,1.300000,0.011746
10.383973,0.500000,1.300000,0.011627
10.417362,0.500000,1.300000,0.011510
10.450751,0.500000,1.300000,0.011393
10.484140,0.500000,1.300000,0.011278
10.517529,0.500000,1.300000,0.011164
10.550918,0.500000,1.300000,0.011051
10.584307,0.500000,1.300000,0.010939
10.617696,0.500000,1.300000,0.010829
10.651085,0.500000,1.300000,0.010719
10.684474,0.500000,1.300000,0.010611
10.717863,0.500000,1.300000,0.010504
10.751252,0.500000,1.300000,0.010397
10.784641,0.500000,1.300000,0.010292
10.818030,0.500000,1.300000,0.010188
10.851419,0.500000,1.300000,0.010085
10.884808,0.500000,1.300000,0.009983
10.918197,0.500000,1.300000,0.009882
10.951586,0.500000,1.300000,0.009782
10.984975,0.500000,1.300000,0.009683
11.018364,0.500000,1.300000,0.009584
11.051753,0.500000,1.300000,0.009487
11.085142,0.500000,1.300000,0.009391
11.118531,0.500000,1.300000,0.009296
11.151920,0.500000,1.300000,0.009202
11.185309,0.500000,1.300000,0.009109
11.218698,0.500000,1.300000,0.009017
11.252087,0.500000,1.300000,0.008925
11.285476,0.500000,1.300000,0.008835
11.318865,0.500000,1.300000,0.008745
11.352254,0.500000,1.300000,0.008657
11.385643,0.500000,1.300000,0.008569
11.419032,0.500000,1.300000,0.008482
11.452421,0.500000,1.300000,0.008396
11.485810,0.500000,1.300000,0.008311
11.519199,0.500000,1.300000,0.008227
11.552588,0.500000,1.300000,0.008143
11.585977,0.500000,1.300000,0.008061
11.619366,0.500000,1.300000,0.007979
11.652755,0.500000,1.300000,0.007898
11.686144,0.500000,1.300000,0.007818
11.719533,0.500000,1.300000,0.007739
11.752922,0.500000,1.300000,0.007660
11.786311,0.500000,1.300000,0.007583
11.819699,0.500000,1.300000,0.007506
11.853088,0.500000,1.300000,0.007430
11.886477,0.500000,1.300000,0.007354
11.919866,0.500000,1.300000,0.007280
11.953255,0.500000,1.300000,0.007206
11.986644,0.500000,1.300000,0.007133
12.020033,0.500000,1.300000,0.007060
12.053422,0.500000,1.300000,0.006989
12.086811,0.500000,1.300000,0.006918
12.120200,0.500000,1.300000,0.006847
12.153589,0.500000,1.300000,0.006778
12.186978,0.500000,1.300000,0.006709
12.220367,0.500000,1.300000,0.006641
12.253756,0.500000,1.300000,0.006574
12.287145,0.500000,1.300000,0.006507
12.320534,0.500000,1.300000,0.006441
12.353923,0.500000,1.300000,0.006376
12.387312,0.500000,1.300000,0.006311
12.420701,0.500000,1.300000,0.006247
12.454090,0.500000,1.300000,0.006183
12.487479,0.500000,1.300000,0.006121
12.520868,0.500000,1.300000,0.006058
12.554257,0.500000,1.300000,0.005997
12.587646,0.500000,1.300000,0.005936
12.621035,0.500000,1.300000,0.005876
12.654424,0.500000,1.300000,0.005816
12.687813,0.500000,1.300000,0.005757
12.721202,0.500000,1.300000,0.005699
12.754591,0.500000,1.300000,0.005641
12.787980,0.500000,1.300000,0.005583
12.821369,0.500000,1.300000,0.005527
12.854758,0.500000,1.300000,0.005471
12.888147,0.500000,1.300000,0.005415
12.921536,0.500000,1.300000,0.005360
12.954925,0.500000,1.300000,0.005306
12.988314,0.500000,1.300000,0.005252
13.021703,0.500000,1.300000,0.005198
13.055092,0.500000,1.300000,0.005146
13.088481,0.500000,1.300000,0.005093
13.121870,0.500000,1.300000,0.005042
13.155259,0.500000,1.300000,0.004990
13.188648,0.500000,1.300000,0.004940
13.222037,0.500000,1.300000,0.004889
13.255426,0.500000,1.300000,0.004840
13.288815,0.500000,1.300000,0.004791
13.322204,0.500000,1.300000,0.004742
13.355593,0.500000,1.300000,0.004694
13.388982,0.500000,1.300000,0.004646
13.422371,0.500000,1.300000,0.004599
13.455760,0.500000,1.300000,0.004552
13.489149,0.500000,1.300000,0.004506
13.522538,0.500000,1.300000,0.004460
13.555927,0.500000,1.300000,0.004415
13.589316,0.500000,1.300000,0.004370
13.622705,0.500000,1.300000,0.004325
13.656093,0.500000,1.300000,0.004282
13.689482,0.500000,1.300000,0.004238
13.722871,0.500000,1.300000,0.004195
13.756260,0.500000,1.300000,0.004152
13.789649,0.500000,1.300000,0.004110
13.823038,0.500000,1.300000,0.004068
13.856427,0.500000,1.300000,0.004027
13.889816,0.500000,1.300000,0.003986
13.923205,0.500000,1.300000,0.003946
13.956594,0.500000,1.300000,0.003905
13.989983,0.500000,1.300000,0.003866
14.023372,0.500000,1.300000,0.003826
14.056761,0.500000,1.300000,0.003788
14.090150,0.500000,1.300000,0.003749
14.123539,0.500000,1.300000,0.003711
14.156928,0.500000,1.300000,0.003673
14.190317,0.500000,1.300000,0.003636
14.223706,0.500000,1.300000,0.003599
14.257095,0.500000,1.300000,0.003562
14.290484,0.500000,1.300000,0.003526
14.323873,0.500000,1.300000,0.003490
14.357262,0.500000,1.300000,0.003455
14.390651,0.500000,1.300000,0.003420
14.424040,0.500000,1.300000,0.003385
14.457429,0.500000,1.300000,0.003350
14.490818,0.500000,1.300000,0.003316
14.524207,0.500000,1.300000,0.003283
14.557596,0.500000,1.300000,0.003249
14.590985,0.500000,1.300000,0.003216
14.624374,0.500000,1.300000,0.003184
14.657763,0.500000,1.300000,0.003151
14.691152,0.500000,1.300000,0.003119
14.724541,0.500000,1.300000,0.003087
14.757930,0.500000,1.300000,0.003056
14.791319,0.500000,1.300000,0.003025
14.824708,0.500000,1.300000,0.002994
14.858097,0.500000,1.300000,0.002964
14.891486,0.500000,1.300000,0.002934
14.924875,0.500000,1.300000,0.002904
14.958264,0.500000,1.300000,0.002874
14.991653,0.500000,1.300000,0.002845
15.025042,0.500000,1.300000,0.002816
15.058431,0.500000,1.300000,0.002788
15.091820,0.500000,1.300000,0.002759
15.125209,0.500000,1.300000,0.002731
15.158598,0.500000,1.300000,0.002703
15.191987,0.500000,1.300000,0.002676
15.225376,0.500000,1.300000,0.002649
15.258765,0.500000,1.300000,0.002622
15.292154,0.500000,1.300000,0.002595
15.325543,0.500000,1.300000,0.002569
15.358932,0.500000,1.300000,0.002543
15.392321,0.500000,1.300000,0.002517
15.425710,0.500000,1.300000,0.002491
15.459098,0.500000,1.300000,0.002466
15.492487,0.500000,1.300000,0.002441
15.525876,0.500000,1.300000,0.002416
15.559265,0.500000,1.300000,0.002391
15.592654,0.500000,1.300000,0.002367
15.626043,0.500000,1.300000,0.002343
15.659432,0.500000,1.300000,0.002319
15.692821,0.500000,1.300000,0.002295
15.726210,0.500000,1.300000,0.002272
15.759599,0.500000,1.300000,0.002249
15.792988,0.500000,1.300000,0.002226
15.826377,0.500000,1.300000,0.002203
15.859766,0.500000,1.300000,0.002181
15.893155,0.500000,1.300000,0.002159
15.926544,0.500000,1.300000,0.002137
15.959933,0.500000,1.300000,0.002115
15.993322,0.500000,1.300000,0.002094
16.026711,0.500000,1.300000,0.002072
16.060100,0.500000,1.300000,0.002051
16.093489,0.500000,1.300000,0.002030
16.126878,0.500000,1.300000,0.002010
16.160267,0.500000,1.300000,0.001989
16.193656,0.500000,1.300000,0.001969
16.227045,0.500000,1.300000,0.001949
16.260434,0.500000,1.300000,0.001929
16.293823,0.500000,1.300000,0.001910
16.327212,0.500000,1.300000,0.001890
16.360601,0.500000,1.300000,0.001871
16.393990,0.500000,1.300000,0.001852
16.427379,0.500000,1.300000,0.001833
16.460768,0.500000,1.300000,0.001814
16.494157,0.500000,1.300000,0.001796
16.527546,0.500000,1.300000,0.001778
16.560935,0.500000,1.300000,0.001760
16.594324,0.500000,1.300000,0.001742
16.627713,0.500000,1.300000,0.001724
16.661102,0.500000,1.300000,0.001707
16.694491,0.500000,1.300000,0.001689
16.727880,0.500000,1.300000,0.001672
16.761269,0.500000,1.300000,0.001655
16.794658,0.500000,1.300000,0.001638
16.828047,0.500000,1.300000,0.001621
16.861436,0.500000,1.300000,0.001605
16.894825,0.500000,1.300000,0.001589
16.928214,0.500000,1.300000,0.001573
16.961603,0.500000,1.300000,0.001557
16.994992,0.500000,1.300000,0.001541
17.028381,0.500000,1.300000,0.001525
17.061770,0.500000,1.300000,0.001509
17.095159,0.500000,1.300000,0.001494
17.128548,0.500000,1.300000,0.001479
17.161937,0.500000,1.300000,0.001464
17.195326,0.500000,1.300000,0.001449
17.228715,0.500000,1.300000,0.001434
17.262104,0.500000,1.300000,0.001420
17.295492,0.500000,1.300000,0.001405
17.328881,0.500000,1.300000,0.001391
17.362270,0.500000,1.300000,0.001377
17.395659,0.500000,1.300000,0.001363
17.429048,0.500000,1.300000,0.001349
17.462437,0.500000,1.300000,0.001335
17.495826,0.500000,1.300000,0.001322
17.529215,0.500000,1.300000,0.001308
17.562604,0.500000,1.300000,0.001295
17.595993,0.500000,1.300000,0.001282
17.629382,0.500000,1.300000,0.001269
17.662771,0.500000,1.300000,0.001256
17.696160,0.500000,1.300000,0.001243
17.729549,0.500000,1.300000,0.001230
17.762938,0.500000,1.300000,0.001218
17.796327,0.500000,1.300000,0.001205
17.829716,0.500000,1.300000,0.001193
17.863105,0.500000,1.300000,0.001181
17.896494,0.500000,1.300000,0.001169
17.929883,0.500000,1.300000,0.001157
17.963272,0.500000,1.300000,0.001145
17.996661,0.500000,1.300000,0.001134
18.030050,0.500000,1.300000,0.001122
18.063439,0.500000,1.300000,0.001111
18.096828,0.500000,1.300000,0.001099
18.130217,0.500000,1.300000,0.001088
18.163606,0.500000,1.300000,0.001077
18.196995,0.500000,1.300000,0.001066
18.230384,0.500000,1.300000,0.001055
18.263773,0.500000,1.300000,0.001045
18.297162,0.500000,1.300000,0.001034
18.330551,0.500000,1.300000,0.001023
18.363940,0.500000,1.300000,0.001013
18.397329,0.500000,1.300000,0.001003
18.430718,0.500000,1.300000,0.000993
18.464107,0.500000,1.300000,0.000982
18.497496,0.500000,1.300000,0.000972
18.530885,0.500000,1.300000,0.000963
18.564274,0.500000,1.300000,0.000953
18.597663,0.500000,1.300000,0.000943
18.631052,0.500000,1.300000,0.000934
18.664441,0.500000,1.300000,0.000924
18.697830,0.500000,1.300000,0.000915
18.731219,0.500000,1.300000,0.000905
18.764608,0.500000,1.300000,0.000896
18.797997,0.500000,1.300000,0.000887
18.831386,0.500000,1.300000,0.000878
18.864775,0.500000,1.300000,0.000869
18.898164,0.500000,1.300000,0.000860
18.931553,0.500000,1.300000,0.000851
18.964942,0.500000,1.300000,0.000843
18.998331,0.500000,1.300000,0.000834
19.031720,0.500000,1.300000,0.000826
19.065109,0.500000,1.300000,0.000817
19.098497,0.500000,1.300000,0.000809
19.131886,0.500000,1.300000,0.000801
19.165275,0.500000,1.300000,0.000793
19.198664,0.500000,1.300000,0.000785
19.232053,0.500000,1.300000,0.000777
19.265442,0.500000,1.300000,0.000769
19.298831,0.500000,1.300000,0.000761
19.332220,0.500000,1.300000,0.000753
19.365609,0.500000,1.300000,0.000745
19.398998,0.500000,1.300000,0.000738
19.432387,0.500000,1.300000,0.000730
19.465776,0.500000,1.300000,0.000723
19.499165,0.500000,1.300000,0.000716
19.532554,0.500000,1.300000,0.000708
19.565943,0.500000,1.300000,0.000701
19.599332,0.500000,1.300000,0.000694
19.632721,0.500000,1.300000,0.000687
19.666110,0.500000,1.300000,0.000680
19.699499,0.500000,1.300000,0.000673
19.732888,0.500000,1.300000,0.000666
19.766277,0.500000,1.300000,0.000659
19.799666,0.500000,1.300000,0.000653
19.833055,0.500000,1.300000,0.000646
19.866444,0.500000,1.300000,0.000639
19.899833,0.500000,1.300000,0.000633
19.933222,0.500000,1.300000,0.000626
19.966611,0.500000,1.300000,0.000620
20.000000,0.500000,1.300000,0.000614
0.000000,1.000000,0.300000,0.000000
0.033389,1.000000,0.300000,0.007805
0.066778,1.000000,0.300000,0.015312
0.100167,1.000000,0.300000,0.022532
0.133556,1.000000,0.300000,0.029474
0.166945,1.000000,0.300000,0.036148
0.200334,1.000000,0.300000,0.042561
0.233723,1.000000,0.300000,0.048723
0.267112,1.000000,0.300000,0.054642
0.300501,1.000000,0.300000,0.060326
0.333890,1.000000,0.300000,0.065783
0.367279,1.000000,0.300000,0.071020
0.400668,1.000000,0.300000,0.076044
0.434057,1.000000,0.300000,0.080862
0.467446,1.000000,0.300000,0.085482
0.500835,1.000000,0.300000,0.089910
0.534224,1.000000,0.300000,0.094152
0.567613,1.000000,0.300000,0.098214
0.601002,1.000000,0.300000,0.102103
0.634391,1.000000,0.300000,0.105824
0.667780,1.000000,0.300000,0.109383
0.701169,1.000000,0.300000,0.112785
0.734558,1.000000,0.300000,0.116036
0.767947,1.000000,0.300000,0.119140
0.801336,1.000000,0.300000,0.122102
0.834725,1.000000,0.300000,0.124928
0.868114,1.000000,0.300000,0.127622
0.901503,1.000000,0.300000,0.130188
0.934891,1.000000,0.300000,0.132630
0.968280,1.000000,0.300000,0.134954
1.001669,1.000000,0.300000,0.137162
1.035058,1.000000,0.300000,0.139259
1.068447,1.000000,0.300000,0.141249
1.101836,1.000000,0.300000,0.143134
1.135225,1.000000,0.300000,0.144920
1.168614,1.000000,0.300000,0.146609
1.202003,1.000000,0.300000,0.148204
1.235392,1.000000,0.300000,0.149709
1.268781,1.000000,0.300000,0.151127
1.302170,1.000000,0.300000,0.152461
1.335559,1.000000,0.300000,0.153714
1.368948,1.000000,0.300000,0.154888
1.402337,1.000000,0.300000,0.155986
1.435726,1.000000,0.300000,0.157012
1.469115,1.000000,0.300000,0.157967
1.502504,1.000000,0.300000,0.158854
1.535893,1.000000,0.300000,0.159676
1.569282,1.000000,0.300000,0.160434
1.602671,1.000000,0.300000,0.161131
1.636060,1.000000,0.300000,0.161770
1.669449,1.000000,0.300000,0.162351
1.702838,1.000000,0.300000,0.162878
1.736227,1.000000,0.300000,0.163352
1.769616,1.000000,0.300000,0.163776
1.803005,1.000000,0.300000,0.164150
1.836394,1.000000,0.300000,0.164477
1.869783,1.000000,0.300000,0.164758
1.903172,1.000000,0.300000,0.164996
1.936561,1.000000,0.300000,0.165192
1.969950,1.000000,0.300000,0.165346
2.003339,1.000000,0.300000,0.165462
2.036728,1.000000,0.300000,0.165540
2.070117,1.000000,0.300000,0.165582
2.103506,1.000000,0.300000,0.165588
2.136895,1.000000,0.300000,0.165561
2.170284,1.000000,0.300000,0.165502
2.203673,1.000000,0.300000,0.165412
2.237062,1.000000,0.300000,0.165292
2.270451,1.000000,0.300000,0.165143
2.303840,1.000000,0.300000,0.164966
2.337229,1.000000,0.300000,0.164763
2.370618,1.000000,0.300000,0.164534
2.404007,1.000000,0.300000,0.164281
2.437396,1.000000,0.300000,0.164005
2.470785,1.000000,0.300000,0.163706
2.504174,1.000000,0.300000,0.163385
2.537563,1.000000,0.300000,0.163043
2.570952,1.000000,0.300000,0.162682
2.604341,1.000000,0.300000,0.162301
2.637730,1.000000,0.300000,0.161902
2.671119,1.000000,0.300000,0.161486
2.704508,1.000000,0.300000,0.161053
2.737896,1.000000,0.300000,0.160604
2.771285,1.000000,0.300000,0.160139
2.804674,1.000000,0.300000,0.159660
2.838063,1.000000,0.300000,0.159167
2.871452,1.000000,0.300000,0.158660
2.904841,1.000000,0.300000,0.158141
2.938230,1.000000,0.300000,0.157609
2.971619,1.000000,0.300000,0.157066
3.005008,1.000000,0.300000,0.156512
3.038397,1.000000,0.300000,0.155947
3.071786,1.000000,0.300000,0.155372
3.105175,1.000000,0.300000,0.154788
3.138564,1.000000,0.300000,0.154195
3.171953,1.000000,0.300000,0.153593
3.205342,1.000000,0.300000,0.152983
3.238731,1.000000,0.300000,0.152365
3.272120,1.000000,0.300000,0.151740
3.305509,1.000000,0.300000,0.151108
3.338898,1.000000,0.300000,0.150469
3.372287,1.000000,0.300000,0.149824
3.405676,1.000000,0.300000,0.149174
3.439065,1.000000,0.300000,0.148518
3.472454,1.000000,0.300000,0.147857
3.505843,1.000000,0.300000,0.147192
3.539232,1.000000,0.300000,0.146521
3.572621,1.000000,0.300000,0.145847
3.606010,1.000000,0.300000,0.145169
3.639399,1.000000,0.300000,0.144487
3.672788,1.000000,0.300000,0.143802
3.706177,1.000000,0.300000,0.143114
3.739566,1.000000,0.300000,0.142424
3.772955,1.000000,0.300000,0.141730
3.806344,1.000000,0.300000,0.141035
3.839733,1.000000,0.300000,0.140337
3.873122,1.000000,0.300000,0.139637
3.906511,1.000000,0.300000,0.138936
3.939900,1.000000,0.300000,0.138234
3.973289,1.000000,0.300000,0.137530
4.006678,1.000000,0.300000,0.136825
4.040067,1.000000,0.300000,0.136119
4.073456,1.000000,0.300000,0.135413
4.106845,1.000000,0.300000,0.134706
4.140234,1.000000,0.300000,0.133998
4.173623,1.000000,0.300000,0.133291
4.207012,1.000000,0.300000,0.132583
4.240401,1.000000,0.300000,0.131875
4.273790,1.000000,0.300000,0.131168
4.307179,1.000000,0.300000,0.130461
4.340568,1.000000,0.300000,0.129755
4.373957,1.000000,0.300000,0.129049
4.407346,1.000000,0.300000,0.128344
4.440735,1.000000,0.300000,0.127639
4.474124,1.000000,0.300000,0.126936
4.507513,1.000000,0.300000,0.126234
4.540902,1.000000,0.300000,0.125533
4.574290,1.000000,0.300000,0.124833
4.607679,1.000000,0.300000,0.124134
4.641068,1.000000,0.300000,0.123437
4.674457,1.000000,0.300000,0.122742
4.707846,1.000000,0.300000,0.122048
4.741235,1.000000,0.300000,0.121356
4.774624,1.000000,0.300000,0.120665
4.808013,1.000000,0.300000,0.119977
4.841402,1.000000,0.300000,0.119290
4.874791,1.000000,0.300000,0.118605
4.908180,1.000000,0.300000,0.117923
4.941569,1.000000,0.300000,0.117242
4.974958,1.000000,0.300000,0.116564
5.008347,1.000000,0.300000,0.115887
5.041736,1.000000,0.300000,0.115213
5.075125,1.000000,0.300000,0.114542
5.108514,1.000000,0.300000,0.113872
5.141903,1.000000,0.300000,0.113206
5.175292,1.000000,0.300000,0.112541
5.208681,1.000000,0.300000,0.111879
5.242070,1.000000,0.300000,0.111220
5.275459,1.000000,0.300000,0.110563
5.308848,1.000000,0.300000,0.109909
5.342237,1.000000,0.300000,0.109257
5.375626,1.000000,0.300000,0.108608
5.409015,1.000000,0.300000,0.107962
5.442404,1.000000,0.300000,0.107318
5.475793,1.000000,0.300000,0.106677
5.509182,1.000000,0.300000,0.106039
5.542571,1.000000,0.300000,0.105404
5.575960,1.000000,0.300000,0.104772
5.609349,1.000000,0.300000,0.104142
