c,m,response
0.913242,-0.689498,0.655114
0.922374,-0.689498,0.660501
0.931507,-0.689498,0.665847
0.940639,-0.689498,0.671150
0.949772,-0.689498,0.676410
0.958904,-0.689498,0.681626
0.968037,-0.689498,0.686797
0.977169,-0.689498,0.691922
0.986301,-0.689498,0.697000
0.995434,-0.689498,0.702030
1.004566,-0.689498,0.707012
1.013699,-0.689498,0.711945
1.022831,-0.689498,0.716828
1.031963,-0.689498,0.721660
1.041096,-0.689498,0.726442
1.050228,-0.689498,0.731172
1.059361,-0.689498,0.735850
1.068493,-0.689498,0.740475
1.077626,-0.689498,0.745048
1.086758,-0.689498,0.749567
1.095890,-0.689498,0.754032
1.105023,-0.689498,0.758444
1.114155,-0.689498,0.762801
1.123288,-0.689498,0.767104
1.132420,-0.689498,0.771352
1.141553,-0.689498,0.775546
1.150685,-0.689498,0.779684
1.159817,-0.689498,0.783768
1.168950,-0.689498,0.787796
1.178082,-0.689498,0.791769
1.187215,-0.689498,0.795687
1.196347,-0.689498,0.799550
1.205479,-0.689498,0.803358
1.214612,-0.689498,0.807112
1.223744,-0.689498,0.810810
1.232877,-0.689498,0.814454
1.242009,-0.689498,0.818043
1.251142,-0.689498,0.821578
1.260274,-0.689498,0.825060
1.269406,-0.689498,0.828487
1.278539,-0.689498,0.831861
1.287671,-0.689498,0.835182
1.296804,-0.689498,0.838450
1.305936,-0.689498,0.841665
1.315068,-0.689498,0.844828
1.324201,-0.689498,0.847940
1.333333,-0.689498,0.851000
1.342466,-0.689498,0.854009
1.351598,-0.689498,0.856968
1.360731,-0.689498,0.859876
1.369863,-0.689498,0.862735
1.378995,-0.689498,0.865544
1.388128,-0.689498,0.868305
1.397260,-0.689498,0.871018
1.406393,-0.689498,0.873683
1.415525,-0.689498,0.876300
1.424658,-0.689498,0.878871
1.433790,-0.689498,0.881396
1.442922,-0.689498,0.883875
1.452055,-0.689498,0.886309
1.461187,-0.689498,0.888698
1.470320,-0.689498,0.891044
1.479452,-0.689498,0.893345
1.488584,-0.689498,0.895604
1.497717,-0.689498,0.897821
1.506849,-0.689498,0.899995
1.515982,-0.689498,0.902129
1.525114,-0.689498,0.904222
1.534247,-0.689498,0.906274
1.543379,-0.689498,0.908287
1.552511,-0.689498,0.910262
1.561644,-0.689498,0.912197
1.570776,-0.689498,0.914095
1.579909,-0.689498,0.915956
1.589041,-0.689498,0.917780
1.598174,-0.689498,0.919568
1.607306,-0.689498,0.921320
1.616438,-0.689498,0.923038
1.625571,-0.689498,0.924721
1.634703,-0.689498,0.926370
1.643836,-0.689498,0.927986
1.652968,-0.689498,0.929569
1.662100,-0.689498,0.931120
1.671233,-0.689498,0.932639
1.680365,-0.689498,0.934127
1.689498,-0.689498,0.935584
1.698630,-0.689498,0.937012
1.707763,-0.689498,0.938409
1.716895,-0.689498,0.939778
1.726027,-0.689498,0.941118
1.735160,-0.689498,0.942431
1.744292,-0.689498,0.943715
1.753425,-0.689498,0.944973
1.762557,-0.689498,0.946204
1.771689,-0.689498,0.947410
1.780822,-0.689498,0.948589
1.789954,-0.689498,0.949744
1.799087,-0.689498,0.950874
1.808219,-0.689498,0.951980
1.817352,-0.689498,0.953062
1.826484,-0.689498,0.954121
1.835616,-0.689498,0.955158
1.844749,-0.689498,0.956172
1.853881,-0.689498,0.957164
1.863014,-0.689498,0.958134
1.872146,-0.689498,0.959084
1.881279,-0.689498,0.960013
1.890411,-0.689498,0.960921
1.899543,-0.689498,0.961810
1.908676,-0.689498,0.962680
1.917808,-0.689498,0.963530
1.926941,-0.689498,0.964362
1.936073,-0.689498,0.965175
1.945205,-0.689498,0.965971
1.954338,-0.689498,0.966748
1.963470,-0.689498,0.967509
1.972603,-0.689498,0.968253
1.981735,-0.689498,0.968981
1.990868,-0.689498,0.969692
2.000000,-0.689498,0.970387
0.000000,-0.680365,0.148769
0.009132,-0.680365,0.151815
0.018265,-0.680365,0.154913
0.027397,-0.680365,0.158062
0.036530,-0.680365,0.161262
0.045662,-0.680365,0.164515
0.054795,-0.680365,0.167821
0.063927,-0.680365,0.171179
0.073059,-0.680365,0.174590
0.082192,-0.680365,0.178055
0.091324,-0.680365,0.181573
0.100457,-0.680365,0.185146
0.109589,-0.680365,0.188772
0.118721,-0.680365,0.192452
0.127854,-0.680365,0.196187
0.136986,-0.680365,0.199977
0.146119,-0.680365,0.203821
0.155251,-0.680365,0.207720
0.164384,-0.680365,0.211673
0.173516,-0.680365,0.215682
0.182648,-0.680365,0.219745
0.191781,-0.680365,0.223862
0.200913,-0.680365,0.228035
0.210046,-0.680365,0.232262
0.219178,-0.680365,0.236543
0.228311,-0.680365,0.240878
0.237443,-0.680365,0.245268
0.246575,-0.680365,0.249711
0.255708,-0.680365,0.254207
0.264840,-0.680365,0.258756
0.273973,-0.680365,0.263358
0.283105,-0.680365,0.268013
0.292237,-0.680365,0.272719
0.301370,-0.680365,0.277476
0.310502,-0.680365,0.282284
0.319635,-0.680365,0.287143
0.328767,-0.680365,0.292051
0.337900,-0.680365,0.297008
0.347032,-0.680365,0.302013
0.356164,-0.680365,0.307066
0.365297,-0.680365,0.312165
0.374429,-0.680365,0.317310
0.383562,-0.680365,0.322501
0.392694,-0.680365,0.327735
0.401826,-0.680365,0.333013
0.410959,-0.680365,0.338333
0.420091,-0.680365,0.343694
0.429224,-0.680365,0.349095
0.438356,-0.680365,0.354535
0.447489,-0.680365,0.360014
0.456621,-0.680365,0.365529
0.465753,-0.680365,0.371079
0.474886,-0.680365,0.376664
0.484018,-0.680365,0.382281
0.493151,-0.680365,0.387930
0.502283,-0.680365,0.393610
0.511416,-0.680365,0.399318
0.520548,-0.680365,0.405054
0.529680,-0.680365,0.410816
0.538813,-0.680365,0.416603
0.547945,-0.680365,0.422412
0.557078,-0.680365,0.428243
0.566210,-0.680365,0.434094
0.575342,-0.680365,0.439964
0.584475,-0.680365,0.445850
0.593607,-0.680365,0.451752
0.602740,-0.680365,0.457667
0.611872,-0.680365,0.463594
0.621005,-0.680365,0.469532
0.630137,-0.680365,0.475478
0.639269,-0.680365,0.481431
0.648402,-0.680365,0.487389
0.657534,-0.680365,0.493351
0.666667,-0.680365,0.499315
0.675799,-0.680365,0.505279
0.684932,-0.680365,0.511242
0.694064,-0.680365,0.517201
0.703196,-0.680365,0.523155
0.712329,-0.680365,0.529103
0.721461,-0.680365,0.535043
0.730594,-0.680365,0.540973
0.739726,-0.680365,0.546891
0.748858,-0.680365,0.552796
0.757991,-0.680365,0.558686
0.767123,-0.680365,0.564559
0.776256,-0.680365,0.570415
0.785388,-0.680365,0.576250
0.794521,-0.680365,0.582065
0.803653,-0.680365,0.587857
0.812785,-0.680365,0.593625
0.821918,-0.680365,0.599367
0.831050,-0.680365,0.605082
0.840183,-0.680365,0.610768
0.849315,-0.680365,0.616424
0.858447,-0.680365,0.622049
0.867580,-0.680365,0.627641
0.876712,-0.680365,0.633200
0.885845,-0.680365,0.638723
0.894977,-0.680365,0.644210
0.904110,-0.680365,0.649659
0.913242,-0.680365,0.655069
0.922374,-0.680365,0.660439
0.931507,-0.680365,0.665769
0.940639,-0.680365,0.671056
0.949772,-0.680365,0.676301
0.958904,-0.680365,0.681501
0.968037,-0.680365,0.686657
0.977169,-0.680365,0.691767
0.986301,-0.680365,0.696831
0.995434,-0.680365,0.701847
1.004566,-0.680365,0.706815
1.013699,-0.680365,0.711734
1.022831,-0.680365,0.716604
1.031963,-0.680365,0.721424
1.041096,-0.680365,0.726193
1.050228,-0.680365,0.730911
1.059361,-0.680365,0.735577
1.068493,-0.680365,0.740191
1.077626,-0.680365,0.744753
1.086758,-0.680365,0.749261
1.095890,-0.680365,0.753717
1.105023,-0.680365,0.758118
1.114155,-0.680365,0.762466
1.123288,-0.680365,0.766760
1.132420,-0.680365,0.770999
1.141553,-0.680365,0.775184
1.150685,-0.680365,0.779314
1.159817,-0.680365,0.783390
1.168950,-0.680365,0.787411
1.178082,-0.680365,0.791377
1.187215,-0.680365,0.795288
1.196347,-0.680365,0.799145
1.205479,-0.680365,0.802947
1.214612,-0.680365,0.806695
1.223744,-0.680365,0.810388
1.232877,-0.680365,0.814026
1.242009,-0.680365,0.817611
1.251142,-0.680365,0.821142
1.260274,-0.680365,0.824619
1.269406,-0.680365,0.828042
1.278539,-0.680365,0.831413
1.287671,-0.680365,0.834730
1.296804,-0.680365,0.837995
1.305936,-0.680365,0.841208
1.315068,-0.680365,0.844369
1.324201,-0.680365,0.847478
1.333333,-0.680365,0.850536
1.342466,-0.680365,0.853544
1.351598,-0.680365,0.856501
1.360731,-0.680365,0.859408
1.369863,-0.680365,0.862266
1.378995,-0.680365,0.865075
1.388128,-0.680365,0.867835
1.397260,-0.680365,0.870548
1.406393,-0.680365,0.873213
1.415525,-0.680365,0.875830
1.424658,-0.680365,0.878402
1.433790,-0.680365,0.880927
1.442922,-0.680365,0.883407
1.452055,-0.680365,0.885842
1.461187,-0.680365,0.888232
1.470320,-0.680365,0.890579
1.479452,-0.680365,0.892882
1.488584,-0.680365,0.895142
1.497717,-0.680365,0.897361
1.506849,-0.680365,0.899537
1.515982,-0.680365,0.901673
1.525114,-0.680365,0.903768
1.534247,-0.680365,0.905823
1.543379,-0.680365,0.907838
1.552511,-0.680365,0.909815
1.561644,-0.680365,0.911753
1.570776,-0.680365,0.913654
1.579909,-0.680365,0.915518
1.589041,-0.680365,0.917345
1.598174,-0.680365,0.919136
1.607306,-0.680365,0.920891
1.616438,-0.680365,0.922612
1.625571,-0.680365,0.924298
1.634703,-0.680365,0.925951
1.643836,-0.680365,0.927570
1.652968,-0.680365,0.929156
1.662100,-0.680365,0.930711
1.671233,-0.680365,0.932234
1.680365,-0.680365,0.933725
1.689498,-0.680365,0.935186
1.698630,-0.680365,0.936618
1.707763,-0.680365,0.938019
1.716895,-0.680365,0.939392
1.726027,-0.680365,0.940736
1.735160,-0.680365,0.942052
1.744292,-0.680365,0.943341
1.753425,-0.680365,0.944602
1.762557,-0.680365,0.945838
1.771689,-0.680365,0.947047
1.780822,-0.680365,0.948231
1.789954,-0.680365,0.949389
1.799087,-0.680365,0.950523
1.808219,-0.680365,0.951633
1.817352,-0.680365,0.952720
1.826484,-0.680365,0.953783
1.835616,-0.680365,0.954823
1.844749,-0.680365,0.955841
1.853881,-0.680365,0.956837
1.863014,-0.680365,0.957812
1.872146,-0.680365,0.958765
1.881279,-0.680365,0.959698
1.890411,-0.680365,0.960611
1.899543,-0.680365,0.961504
1.908676,-0.680365,0.962377
1.917808,-0.680365,0.963232
1.926941,-0.680365,0.964067
1.936073,-0.680365,0.964885
1.945205,-0.680365,0.965684
1.954338,-0.680365,0.966466
1.963470,-0.680365,0.967230
1.972603,-0.680365,0.967978
1.981735,-0.680365,0.968710
1.990868,-0.680365,0.969425
2.000000,-0.680365,0.970124
0.000000,-0.671233,0.149696
0.009132,-0.671233,0.152749
0.018265,-0.671233,0.155852
0.027397,-0.671233,0.159006
0.036530,-0.671233,0.162212
0.045662,-0.671233,0.165470
0.054795,-0.671233,0.168780
0.063927,-0.671233,0.172143
0.073059,-0.671233,0.175559
0.082192,-0.671233,0.179028
0.091324,-0.671233,0.182550
0.100457,-0.671233,0.186125
0.109589,-0.671233,0.189755
0.118721,-0.671233,0.193438
0.127854,-0.671233,0.197176
0.136986,-0.671233,0.200967
0.146119,-0.671233,0.204813
0.155251,-0.671233,0.208714
0.164384,-0.671233,0.212669
0.173516,-0.671233,0.216678
0.182648,-0.671233,0.220742
0.191781,-0.671233,0.224860
0.200913,-0.671233,0.229032
0.210046,-0.671233,0.233258
0.219178,-0.671233,0.237538
0.228311,-0.671233,0.241873
0.237443,-0.671233,0.246260
0.246575,-0.671233,0.250701
0.255708,-0.671233,0.255195
0.264840,-0.671233,0.259741
0.273973,-0.671233,0.264340
0.283105,-0.671233,0.268991
0.292237,-0.671233,0.273693
0.301370,-0.671233,0.278445
0.310502,-0.671233,0.283249
0.319635,-0.671233,0.288101
0.328767,-0.671233,0.293004
0.337900,-0.671233,0.297954
0.347032,-0.671233,0.302953
0.356164,-0.671233,0.307998
0.365297,-0.671233,0.313090
0.374429,-0.671233,0.318227
0.383562,-0.671233,0.323409
0.392694,-0.671233,0.328634
0.401826,-0.671233,0.333903
0.410959,-0.671233,0.339213
0.420091,-0.671233,0.344564
0.429224,-0.671233,0.349954
0.438356,-0.671233,0.355383
0.447489,-0.671233,0.360850
0.456621,-0.671233,0.366353
0.465753,-0.671233,0.371891
0.474886,-0.671233,0.377463
0.484018,-0.671233,0.383067
0.493151,-0.671233,0.388703
0.502283,-0.671233,0.394368
0.511416,-0.671233,0.400063
0.520548,-0.671233,0.405784
0.529680,-0.671233,0.411531
0.538813,-0.671233,0.417302
0.547945,-0.671233,0.423096
0.557078,-0.671233,0.428911
0.566210,-0.671233,0.434746
0.575342,-0.671233,0.440599
0.584475,-0.671233,0.446469
0.593607,-0.671233,0.452353
0.602740,-0.671233,0.458251
0.611872,-0.671233,0.464161
0.621005,-0.671233,0.470080
0.630137,-0.671233,0.476008
0.639269,-0.671233,0.481943
0.648402,-0.671233,0.487883
0.657534,-0.671233,0.493827
0.666667,-0.671233,0.499772
0.675799,-0.671233,0.505717
0.684932,-0.671233,0.511660
0.694064,-0.671233,0.517601
0.703196,-0.671233,0.523536
0.712329,-0.671233,0.529465
0.721461,-0.671233,0.535385
0.730594,-0.671233,0.541296
0.739726,-0.671233,0.547194
0.748858,-0.671233,0.553080
0.757991,-0.671233,0.558951
0.767123,-0.671233,0.564805
0.776256,-0.671233,0.570641
0.785388,-0.671233,0.576458
0.794521,-0.671233,0.582254
0.803653,-0.671233,0.588027
0.812785,-0.671233,0.593776
0.821918,-0.671233,0.599499
0.831050,-0.671233,0.605195
0.840183,-0.671233,0.610863
0.849315,-0.671233,0.616501
0.858447,-0.671233,0.622108
0.867580,-0.671233,0.627682
0.876712,-0.671233,0.633223
0.885845,-0.671233,0.638729
0.894977,-0.671233,0.644198
0.904110,-0.671233,0.649630
0.913242,-0.671233,0.655024
0.922374,-0.671233,0.660378
0.931507,-0.671233,0.665691
0.940639,-0.671233,0.670962
0.949772,-0.671233,0.676191
0.958904,-0.671233,0.681377
0.968037,-0.671233,0.686517
0.977169,-0.671233,0.691613
0.986301,-0.671233,0.696662
0.995434,-0.671233,0.701664
1.004566,-0.671233,0.706618
1.013699,-0.671233,0.711524
1.022831,-0.671233,0.716380
1.031963,-0.671233,0.721188
1.041096,-0.671233,0.725944
1.050228,-0.671233,0.730650
1.059361,-0.671233,0.735305
1.068493,-0.671233,0.739907
1.077626,-0.671233,0.744458
1.086758,-0.671233,0.748956
1.095890,-0.671233,0.753401
1.105023,-0.671233,0.757792
1.114155,-0.671233,0.762131
1.123288,-0.671233,0.766415
1.132420,-0.671233,0.770646
1.141553,-0.671233,0.774822
1.150685,-0.671233,0.778944
1.159817,-0.671233,0.783012
1.168950,-0.671233,0.787025
1.178082,-0.671233,0.790984
1.187215,-0.671233,0.794889
1.196347,-0.671233,0.798739
1.205479,-0.671233,0.802535
1.214612,-0.671233,0.806277
1.223744,-0.671233,0.809964
1.232877,-0.671233,0.813598
1.242009,-0.671233,0.817178
1.251142,-0.671233,0.820704
1.260274,-0.671233,0.824177
1.269406,-0.671233,0.827596
1.278539,-0.671233,0.830963
1.287671,-0.671233,0.834277
1.296804,-0.671233,0.837539
1.305936,-0.671233,0.840749
1.315068,-0.671233,0.843908
1.324201,-0.671233,0.847015
1.333333,-0.671233,0.850071
1.342466,-0.671233,0.853077
1.351598,-0.671233,0.856033
1.360731,-0.671233,0.858939
1.369863,-0.671233,0.861796
1.378995,-0.671233,0.864604
1.388128,-0.671233,0.867364
1.397260,-0.671233,0.870076
1.406393,-0.671233,0.872741
1.415525,-0.671233,0.875359
1.424658,-0.671233,0.877931
1.433790,-0.671233,0.880456
1.442922,-0.671233,0.882937
1.452055,-0.671233,0.885373
1.461187,-0.671233,0.887764
1.470320,-0.671233,0.890112
1.479452,-0.671233,0.892417
1.488584,-0.671233,0.894679
1.497717,-0.671233,0.896899
1.506849,-0.671233,0.899077
1.515982,-0.671233,0.901215
1.525114,-0.671233,0.903312
1.534247,-0.671233,0.905369
1.543379,-0.671233,0.907387
1.552511,-0.671233,0.909366
1.561644,-0.671233,0.911308
1.570776,-0.671233,0.913211
1.579909,-0.671233,0.915077
1.589041,-0.671233,0.916907
1.598174,-0.671233,0.918701
1.607306,-0.671233,0.920460
1.616438,-0.671233,0.922184
1.625571,-0.671233,0.923873
1.634703,-0.671233,0.925529
1.643836,-0.671233,0.927152
1.652968,-0.671233,0.928742
1.662100,-0.671233,0.930300
1.671233,-0.671233,0.931826
1.680365,-0.671233,0.933322
1.689498,-0.671233,0.934786
1.698630,-0.671233,0.936221
1.707763,-0.671233,0.937627
1.716895,-0.671233,0.939003
1.726027,-0.671233,0.940351
1.735160,-0.671233,0.941671
1.744292,-0.671233,0.942964
1.753425,-0.671233,0.944229
1.762557,-0.671233,0.945469
1.771689,-0.671233,0.946682
1.780822,-0.671233,0.947870
1.789954,-0.671233,0.949032
1.799087,-0.671233,0.950170
1.808219,-0.671233,0.951284
1.817352,-0.671233,0.952375
1.826484,-0.671233,0.953442
1.835616,-0.671233,0.954486
1.844749,-0.671233,0.955508
1.853881,-0.671233,0.956508
1.863014,-0.671233,0.957487
1.872146,-0.671233,0.958445
1.881279,-0.671233,0.959382
1.890411,-0.671233,0.960298
1.899543,-0.671233,0.961195
1.908676,-0.671233,0.962073
1.917808,-0.671233,0.962931
1.926941,-0.671233,0.963770
1.936073,-0.671233,0.964592
1.945205,-0.671233,0.965395
1.954338,-0.671233,0.966181
1.963470,-0.671233,0.966949
1.972603,-0.671233,0.967701
1.981735,-0.671233,0.968436
1.990868,-0.671233,0.969155
2.000000,-0.671233,0.969858
0.000000,-0.662100,0.150628
0.009132,-0.662100,0.153687
0.018265,-0.662100,0.156796
0.027397,-0.662100,0.159955
0.036530,-0.662100,0.163167
0.045662,-0.662100,0.166429
0.054795,-0.662100,0.169744
0.063927,-0.662100,0.173112
0.073059,-0.662100,0.176531
0.082192,-0.662100,0.180004
0.091324,-0.662100,0.183530
0.100457,-0.662100,0.187109
0.109589,-0.662100,0.190742
0.118721,-0.662100,0.194428
0.127854,-0.662100,0.198168
0.136986,-0.662100,0.201962
0.146119,-0.662100,0.205810
0.155251,-0.662100,0.209711
0.164384,-0.662100,0.213668
0.173516,-0.662100,0.217678
0.182648,-0.662100,0.221742
0.191781,-0.662100,0.225860
0.200913,-0.662100,0.230032
0.210046,-0.662100,0.234258
0.219178,-0.662100,0.238537
0.228311,-0.662100,0.242870
0.237443,-0.662100,0.247255
0.246575,-0.662100,0.251694
0.255708,-0.662100,0.256185
0.264840,-0.662100,0.260729
0.273973,-0.662100,0.265324
0.283105,-0.662100,0.269971
0.292237,-0.662100,0.274668
0.301370,-0.662100,0.279417
0.310502,-0.662100,0.284215
0.319635,-0.662100,0.289062
0.328767,-0.662100,0.293958
0.337900,-0.662100,0.298902
0.347032,-0.662100,0.303894
0.356164,-0.662100,0.308932
0.365297,-0.662100,0.314016
0.374429,-0.662100,0.319145
0.383562,-0.662100,0.324318
0.392694,-0.662100,0.329535
0.401826,-0.662100,0.334794
0.410959,-0.662100,0.340094
0.420091,-0.662100,0.345434
0.429224,-0.662100,0.350814
0.438356,-0.662100,0.356232
0.447489,-0.662100,0.361687
0.456621,-0.662100,0.367178
0.465753,-0.662100,0.372704
0.474886,-0.662100,0.378263
0.484018,-0.662100,0.383854
0.493151,-0.662100,0.389476
0.502283,-0.662100,0.395128
0.511416,-0.662100,0.400807
0.520548,-0.662100,0.406514
0.529680,-0.662100,0.412246
0.538813,-0.662100,0.418002
0.547945,-0.662100,0.423780
0.557078,-0.662100,0.429579
0.566210,-0.662100,0.435398
0.575342,-0.662100,0.441234
0.584475,-0.662100,0.447087
0.593607,-0.662100,0.452954
0.602740,-0.662100,0.458835
0.611872,-0.662100,0.464727
0.621005,-0.662100,0.470629
0.630137,-0.662100,0.476539
0.639269,-0.662100,0.482455
0.648402,-0.662100,0.488377
0.657534,-0.662100,0.494302
0.666667,-0.662100,0.500228
0.675799,-0.662100,0.506155
0.684932,-0.662100,0.512079
0.694064,-0.662100,0.518001
0.703196,-0.662100,0.523917
0.712329,-0.662100,0.529826
0.721461,-0.662100,0.535727
0.730594,-0.662100,0.541619
0.739726,-0.662100,0.547498
0.748858,-0.662100,0.553365
0.757991,-0.662100,0.559216
0.767123,-0.662100,0.565051
0.776256,-0.662100,0.570868
0.785388,-0.662100,0.576666
0.794521,-0.662100,0.582442
0.803653,-0.662100,0.588196
0.812785,-0.662100,0.593927
0.821918,-0.662100,0.599631
0.831050,-0.662100,0.605309
0.840183,-0.662100,0.610958
0.849315,-0.662100,0.616578
0.858447,-0.662100,0.622167
0.867580,-0.662100,0.627723
0.876712,-0.662100,0.633246
0.885845,-0.662100,0.638734
0.894977,-0.662100,0.644187
0.904110,-0.662100,0.649602
0.913242,-0.662100,0.654979
0.922374,-0.662100,0.660316
0.931507,-0.662100,0.665613
0.940639,-0.662100,0.670869
0.949772,-0.662100,0.676082
0.958904,-0.662100,0.681252
0.968037,-0.662100,0.686377
0.977169,-0.662100,0.691458
0.986301,-0.662100,0.696492
0.995434,-0.662100,0.701480
1.004566,-0.662100,0.706421
1.013699,-0.662100,0.711313
1.022831,-0.662100,0.716157
1.031963,-0.662100,0.720951
1.041096,-0.662100,0.725695
1.050228,-0.662100,0.730389
1.059361,-0.662100,0.735032
1.068493,-0.662100,0.739623
1.077626,-0.662100,0.744163
1.086758,-0.662100,0.748650
1.095890,-0.662100,0.753084
1.105023,-0.662100,0.757466
1.114155,-0.662100,0.761795
1.123288,-0.662100,0.766070
1.132420,-0.662100,0.770292
1.141553,-0.662100,0.774459
1.150685,-0.662100,0.778573
1.159817,-0.662100,0.782633
1.168950,-0.662100,0.786639
1.178082,-0.662100,0.790591
1.187215,-0.662100,0.794489
1.196347,-0.662100,0.798333
1.205479,-0.662100,0.802122
1.214612,-0.662100,0.805858
1.223744,-0.662100,0.809540
1.232877,-0.662100,0.813169
1.242009,-0.662100,0.816744
1.251142,-0.662100,0.820265
1.260274,-0.662100,0.823734
1.269406,-0.662100,0.827150
1.278539,-0.662100,0.830513
1.287671,-0.662100,0.833824
1.296804,-0.662100,0.837083
1.305936,-0.662100,0.840290
1.315068,-0.662100,0.843446
1.324201,-0.662100,0.846551
1.333333,-0.662100,0.849605
1.342466,-0.662100,0.852609
1.351598,-0.662100,0.855564
1.360731,-0.662100,0.858468
1.369863,-0.662100,0.861324
1.378995,-0.662100,0.864132
1.388128,-0.662100,0.866891
1.397260,-0.662100,0.869603
1.406393,-0.662100,0.872268
1.415525,-0.662100,0.874886
1.424658,-0.662100,0.877458
1.433790,-0.662100,0.879984
1.442922,-0.662100,0.882466
1.452055,-0.662100,0.884902
1.461187,-0.662100,0.887295
1.470320,-0.662100,0.889644
1.479452,-0.662100,0.891950
1.488584,-0.662100,0.894214
1.497717,-0.662100,0.896435
1.506849,-0.662100,0.898616
1.515982,-0.662100,0.900755
1.525114,-0.662100,0.902854
1.534247,-0.662100,0.904914
1.543379,-0.662100,0.906934
1.552511,-0.662100,0.908916
1.561644,-0.662100,0.910860
1.570776,-0.662100,0.912766
1.579909,-0.662100,0.914635
1.589041,-0.662100,0.916468
1.598174,-0.662100,0.918265
1.607306,-0.662100,0.920027
1.616438,-0.662100,0.921754
1.625571,-0.662100,0.923447
1.634703,-0.662100,0.925106
1.643836,-0.662100,0.926732
1.652968,-0.662100,0.928325
1.662100,-0.662100,0.929887
1.671233,-0.662100,0.931417
1.680365,-0.662100,0.932916
1.689498,-0.662100,0.934384
1.698630,-0.662100,0.935823
1.707763,-0.662100,0.937232
1.716895,-0.662100,0.938612
1.726027,-0.662100,0.939964
1.735160,-0.662100,0.941288
1.744292,-0.662100,0.942584
1.753425,-0.662100,0.943854
1.762557,-0.662100,0.945097
1.771689,-0.662100,0.946314
1.780822,-0.662100,0.947506
1.789954,-0.662100,0.948673
1.799087,-0.662100,0.949815
1.808219,-0.662100,0.950933
1.817352,-0.662100,0.952027
1.826484,-0.662100,0.953099
1.835616,-0.662100,0.954147
1.844749,-0.662100,0.955173
1.853881,-0.662100,0.956177
1.863014,-0.662100,0.957160
1.872146,-0.662100,0.958122
1.881279,-0.662100,0.959063
1.890411,-0.662100,0.959983
1.899543,-0.662100,0.960884
1.908676,-0.662100,0.961766
1.917808,-0.662100,0.962628
1.926941,-0.662100,0.963471
1.936073,-0.662100,0.964297
1.945205,-0.662100,0.965104
1.954338,-0.662100,0.965894
1.963470,-0.662100,0.966666
1.972603,-0.662100,0.967421
1.981735,-0.662100,0.968160
1.990868,-0.662100,0.968883
2.000000,-0.662100,0.969590
0.000000,-0.652968,0.151566
0.009132,-0.652968,0.154630
0.018265,-0.652968,0.157744
0.027397,-0.652968,0.160909
0.036530,-0.652968,0.164125
0.045662,-0.652968,0.167393
0.054795,-0.652968,0.170713
0.063927,-0.652968,0.174084
0.073059,-0.652968,0.177508
0.082192,-0.652968,0.180985
0.091324,-0.652968,0.184514
0.100457,-0.652968,0.188097
0.109589,-0.652968,0.191732
0.118721,-0.652968,0.195421
0.127854,-0.652968,0.199164
0.136986,-0.652968,0.202960
0.146119,-0.652968,0.206809
0.155251,-0.652968,0.210713
0.164384,-0.652968,0.214670
0.173516,-0.652968,0.218681
0.182648,-0.652968,0.222745
0.191781,-0.652968,0.226863
0.200913,-0.652968,0.231035
0.210046,-0.652968,0.235260
0.219178,-0.652968,0.239538
0.228311,-0.652968,0.243869
0.237443,-0.652968,0.248253
0.246575,-0.652968,0.252690
0.255708,-0.652968,0.257178
0.264840,-0.652968,0.261719
0.273973,-0.652968,0.266310
0.283105,-0.652968,0.270953
0.292237,-0.652968,0.275647
0.301370,-0.652968,0.280390
0.310502,-0.652968,0.285183
0.319635,-0.652968,0.290025
0.328767,-0.652968,0.294915
0.337900,-0.652968,0.299852
0.347032,-0.652968,0.304837
0.356164,-0.652968,0.309868
0.365297,-0.652968,0.314944
0.374429,-0.652968,0.320065
0.383562,-0.652968,0.325229
0.392694,-0.652968,0.330437
0.401826,-0.652968,0.335686
0.410959,-0.652968,0.340976
0.420091,-0.652968,0.346306
0.429224,-0.652968,0.351675
0.438356,-0.652968,0.357082
0.447489,-0.652968,0.362525
0.456621,-0.652968,0.368004
0.465753,-0.652968,0.373517
0.474886,-0.652968,0.379063
0.484018,-0.652968,0.384641
0.493151,-0.652968,0.390250
0.502283,-0.652968,0.395887
0.511416,-0.652968,0.401553
0.520548,-0.652968,0.407245
0.529680,-0.652968,0.412962
0.538813,-0.652968,0.418702
0.547945,-0.652968,0.424465
0.557078,-0.652968,0.430248
0.566210,-0.652968,0.436050
0.575342,-0.652968,0.441870
0.584475,-0.652968,0.447706
0.593607,-0.652968,0.453556
0.602740,-0.652968,0.459419
0.611872,-0.652968,0.465293
0.621005,-0.652968,0.471177
0.630137,-0.652968,0.477069
0.639269,-0.652968,0.482968
0.648402,-0.652968,0.488871
0.657534,-0.652968,0.494777
0.666667,-0.652968,0.500685
0.675799,-0.652968,0.506592
0.684932,-0.652968,0.512498
0.694064,-0.652968,0.518400
0.703196,-0.652968,0.524297
0.712329,-0.652968,0.530188
0.721461,-0.652968,0.536070
0.730594,-0.652968,0.541942
0.739726,-0.652968,0.547802
0.748858,-0.652968,0.553649
0.757991,-0.652968,0.559481
0.767123,-0.652968,0.565297
0.776256,-0.652968,0.571095
0.785388,-0.652968,0.576874
0.794521,-0.652968,0.582631
0.803653,-0.652968,0.588366
0.812785,-0.652968,0.594077
0.821918,-0.652968,0.599763
0.831050,-0.652968,0.605422
0.840183,-0.652968,0.611053
0.849315,-0.652968,0.616655
